cs_level|direction|sentence
2|EN_BASE|The 乗客 density at this stop is always 極端, regardless of the time of day.
2|EN_BASE|I find it hard to read during 急行 trains because the 振動 is just too intense.
2|EN_BASE|The station's 地下 section smells different from the 地上 platforms, and not in a good way.
2|EN_BASE|There's a certain 孤独 to commuting alone every day, softened only by familiar 光景 outside the window.
2|EN_BASE|The 節約 mindset of switching to a cheaper bus route is admirable, but the 所要時間 nearly doubled.
2|EN_BASE|Would you call the service here 信頼 worthy, given the number of 運休 this past month?
2|EN_BASE|The new 自動改札 gates are faster, but the 戸惑い among older passengers is very real.
2|EN_BASE|I appreciate the 静寂 of the priority seating area, even if the 義務 to give it up weighs on me.
2|EN_BASE|The 時刻表 posted at this rural stop looks 古風, like nothing has changed in thirty years.
2|EN_BASE|She said the commute gave her unexpected 思索 time, which became the 原点 of her whole project.
2|EN_BASE|That brief 停車 at the mountain station felt almost 神秘的, with fog drifting across the platform.
2|EN_BASE|The whole 迷惑 of slow Wi-Fi gives me serious 焦り every morning.
2|EN_BASE|She keeps her desktop so 整然 that even her 壁紙 looks curated.
2|EN_BASE|My 集中力 completely collapses whenever the notification 音 won't stop.
2|EN_BASE|Is there a more 丁寧 way to write this error message so it doesn't cause 混乱?
2|EN_BASE|The new interface has this 独特 feel that makes even basic 操作 enjoyable.
2|EN_BASE|I've spent the whole afternoon in a weird 無気力 state just staring at my 画面.
2|EN_BASE|He handled the server crash with surprising 余裕, which restored everyone's 信頼 in him.
2|EN_BASE|The battery drains so 急速 that I can't get through a single 会議 without a charger.
2|EN_BASE|Could you review the 設定 before we push this update, just to make sure the 品質 is there?
2|EN_BASE|The keyboard has a satisfying 感触 that makes long 入力 sessions actually pleasant.
2|EN_BASE|There's a certain 雰囲気 in the office when a deadline hits that kills all creative 発想.
2|EN_BASE|I need something with more 容量 because my current drive has absolutely zero 余白.
2|EN_BASE|Running this script without 確認 first is the kind of 軽率 move that breaks everything.
2|EN_BASE|The 解像度 on this monitor is stunning, but the color 精度 is a little off.
2|EN_BASE|She documented every bug with incredible 几帳面 detail, including the full 手順 to reproduce it.
2|EN_BASE|Somehow the cloud backup preserved every file with perfect 完全性, which was a total 安堵.
2|EN_BASE|Why does this compiler throw a 警告 for code that worked fine in the 旧版?
2|EN_BASE|He has this 独自 approach to debugging that somehow produces 正確 results every time.
2|EN_BASE|The startup's 理念 sounds visionary, but their actual 製品 is barely functional.
2|EN_BASE|There's too much 余計 data being logged and it's slowing the whole 処理 down.
2|EN_BASE|She learned the framework with 驚異 speed and shipped a working 試作品 within a week.
2|EN_BASE|The firmware update introduced a subtle 不具合 that ruined the 使い心地 completely.
2|EN_BASE|I find automated testing genuinely 有益 because it catches so many 見落とし.
2|EN_BASE|Their 対応 to the outage was fast, but the public 説明 was embarrassingly vague.
2|EN_BASE|This codebase has incredible 深み, and there's still so much 知識 I need to absorb.
2|EN_BASE|The algorithm runs with such 効率 that even large 負荷 barely registers.
2|EN_BASE|There's a growing 需要 for privacy tools, but the actual 供給 of good ones is tiny.
2|EN_BASE|I really appreciate the 透明性 of open-source code because the entire 構造 is visible.
2|EN_BASE|The dark mode has a really 上品 look that reduces my 疲労 during night sessions.
2|EN_BASE|Without proper 管理 of dependencies, the whole 環境 spirals into chaos fast.
2|EN_BASE|Could you add more 柔軟性 to this API before the official 公開 date?
2|EN_BASE|There's something quietly 誠実 about software that respects your 個人情報.
2|EN_BASE|The latency issue stems from a total 欠如 of caching at the 中間層.
2|EN_BASE|She builds her 習慣 around keeping commit messages 簡潔 and useful.
2|EN_BASE|This monitor's 輝度 is almost too high, but the 鮮明 image quality is undeniable.
2|EN_BASE|The team had a brief 討議 about switching languages, but reached 合意 within the hour.
2|EN_BASE|Constant notifications destroy any sense of 静寂 and wreck your 注意力 over time.
2|EN_BASE|The new chip delivers 圧倒的 performance gains, and the 消費電力 has dropped significantly.
2|EN_BASE|There is real 誇り in shipping clean code, not just 機能 that barely works.
2|EN_BASE|I tested the app under 過酷 conditions and the 安定性 held up better than expected.
2|JP_BASE|新しいpolicyについて、国民のopinionは大きく分かれている。
2|JP_BASE|このdebateはかなりheatedな雰囲気で進んだ。
2|JP_BASE|メディアのcoverageがbiasedだという批判が高まっている。
2|JP_BASE|この法案はconstitutionalかどうか、専門家の間でdebateが続いている。
2|JP_BASE|国会でのhearingはtransparentに行われるべきだという声が多い。
2|JP_BASE|外務大臣はallianceを強化するためにdiplomatic努力を続けている。
2|JP_BASE|地方選挙ではlocal issuesがnationalな話題より重視される傾向がある。
2|JP_BASE|その発言はoff the recordだったが、メディアにleakされた。
2|JP_BASE|その条約からのwithdrawalはregionalな安定を脅かすと懸念されている。
2|JP_BASE|その報道は完全にone-sidedで、eventの全体像を伝えていなかった。
2|JP_BASE|このpolicyの長期的なimpactを正確に予測するのは非常に難しい。
2|EN_BASE|My 本音 about this software update is that it's actually 最悪 for productivity.
2|EN_BASE|The new interface has a certain 落ち着き that the old cluttered dashboard completely lacked, making it feel 上品.
2|EN_BASE|She spent the whole afternoon debugging with incredible 根気, and the fix turned out to be surprisingly 単純.
2|EN_BASE|Does this cloud service give you enough 余裕 to store all your files, or is the free tier 不十分?
2|EN_BASE|The compiler threw a 大量 of errors this morning, and honestly the whole codebase feels 不安定.
2|EN_BASE|Your commit messages need more 丁寧さ — right now they're totally 曖昧 and nobody knows what changed.
2|EN_BASE|The router placement in this office is 最悪, so the Wi-Fi signal upstairs is always 微妙.
2|EN_BASE|I find it fascinating that the team maintained such 一貫性 throughout the entire project despite the 混乱 at the start.
2|EN_BASE|That open-source library has a kind of quiet 信頼性 that proprietary software rarely achieves — it's genuinely 貴重.
2|EN_BASE|Can you explain the 仕組み of this encryption protocol in plain terms without all the 専門用語?
2|EN_BASE|The old server room had a very particular 雰囲気 — dark, humming, almost 神秘的.
2|EN_BASE|Her presentation on machine learning had real 深み, and the audience found every slide 印象的.
2|EN_BASE|The keyboard on this laptop is 快適 to type on, but the trackpad response is frankly 鈍い.
2|EN_BASE|We need to handle this data migration with extreme 慎重さ because any mistake could be 致命的.
2|EN_BASE|The startup's pitch had a lot of 熱意 but their actual product demo was embarrassingly 未完成.
2|EN_BASE|That algorithm is technically 正確 but it runs so slowly that it's practically 無意味 for real-time use.
2|EN_BASE|The documentation for this API is surprisingly 充実 — every endpoint is explained with 明確さ.
2|EN_BASE|I really appreciate the 透明性 in this open-source project; every decision is logged with 誠実さ.
2|EN_BASE|There's a certain 緊張感 right before you push to production — that feeling is completely 独特.
2|EN_BASE|The UI prototype looked 豪華 on screen, but the actual implementation was painfully 地味.
2|EN_BASE|Is the 互換性 between these two frameworks really good enough, or is the integration basically 無理?
2|EN_BASE|The developer's 直感 about where the bug was hiding turned out to be completely 正確.
2|EN_BASE|We built a lot of 冗長性 into the system architecture, so a single server failure won't be 深刻.
2|EN_BASE|The battery life on this device is 最高 but the charging speed is honestly 残念.
2|EN_BASE|There's a real 格差 in computing access across different regions, and that disparity feels increasingly 深刻.
2|EN_BASE|The tech lead approached every 難題 with calm 柔軟性, which kept the whole team moving forward.
2|EN_BASE|This new version of the operating system feels 軽快 — the boot time especially is wildly 快適.
2|EN_BASE|The amount of 努力 this solo developer put into the app is obvious, and the result is remarkably 完成度が高い.
2|EN_BASE|Your habit of writing 冗長 code might feel safe, but it makes the whole repository genuinely 不便.
2|EN_BASE|I always get a sense of 達成感 when a long build finally succeeds — it's wonderfully 爽快.
2|EN_BASE|The 精度 of this facial recognition model is impressive, yet the ethical concerns around it remain 重大.
2|EN_BASE|That automated testing suite gives the whole team real 安心感, knowing that regressions are instantly 明らか.
2|EN_BASE|The codebase felt 膨大 at first glance, but after a week it started feeling surprisingly 身近.
2|EN_BASE|The senior engineer's 経験 guided us through the outage with a composure that was genuinely 頼もしい.
2|EN_BASE|There's something almost 哲学的 about how distributed systems handle 不整合 in state.
2|EN_BASE|The new chip architecture shows real 独創性, and the benchmark results are honestly 驚異的.
2|EN_BASE|The 欠陥 in that security library went unnoticed for years, which in hindsight seems 不注意.
2|EN_BASE|Her grasp of 抽象化 in software design is rare, and her explanations are always 明快.
2|EN_BASE|The overall 完成度 of this open-source editor is frankly 驚くべき given that volunteers built the whole thing.
4|JP_BASE|このjacketはsale中ですが、fabricがthin すぎて冬には向かないと思います。
2|JP_BASE|彼女はとてもindependentで、自分のgoalsをしっかり持っている。
2|JP_BASE|あなたのことをcrushだと思っていたけど、それ以上のsomethingを感じ始めた。
2|JP_BASE|二人の関係はserious段階に入って、将来のcommitmentを話し合った。
2|JP_BASE|彼女のsenseがuniqueで、一緒にいると毎回新鮮だ。
2|JP_BASE|付き合い始めて半年、お互いのboundariesをrespectし合っている。
2|JP_BASE|彼のproposalはとてもsimpleだったけど、すごく心に響いた。
2|JP_BASE|私たちのrelationshipはslowなペースで進んでいるが、それが心地いい。
2|JP_BASE|彼女に正直な気持ちをconfessしようとしたら、nervousになりすぎて何も言えなかった。
2|JP_BASE|長距離恋愛はchallenging だけど、互いのtrustが支えになっている。
2|JP_BASE|初めてのkissの後、二人ともsilentなまましばらく立っていた。
2|JP_BASE|彼のflirtyな態度が、最初はwildに見えた。
2|JP_BASE|お互いのvisionがcompatibleかどうか、真剣に考えている。
2|JP_BASE|別れた後もfriendlyに接することが、genuinelyできるか自信がない。
2|JP_BASE|好きな人に気持ちをdirectlyに伝えるのは、reallyむずかしい。
2|JP_BASE|二人がofficiallyカップルになった日のmemoryは、今でも鮮明だ。
2|JP_BASE|彼女のpassionateな部分と、calmな一面のギャップが好きだ。
2|JP_BASE|彼はexcitingな人で、毎日一緒にいてもboringに感じない。
2|JP_BASE|付き合う前に、お互いのexpectationsをopenに話すべきだった。
2|JP_BASE|彼女のsubtleなreactionを読み取るのが、私の得意なことだ。
2|JP_BASE|彼女はvulnerableな自分をshowしてくれたので、もっと好きになった。
2|JP_BASE|二人でfutureをhonestlyに語り合える関係が、理想だと思う。
2|JP_BASE|彼のcasualな一言が、privateな場面でとても意味深に聞こえた。
2|JP_BASE|彼のkindな言葉が、私の中のwall を少しずつ崩していった。
2|JP_BASE|彼女のconfidentな笑顔を見るたびに、私のheartがどきどきする。
2|JP_BASE|このshutterのタイミングは本当にperfectでした。
2|JP_BASE|彼女のportfolioを見たとき、その構図がとてもuniqueだと思った。
2|JP_BASE|今日のgolden hourはあっという間に過ぎて、次のshotが撮れなかった。
2|JP_BASE|このlensは軽くてとても使いやすいので、毎日のshooting sessionに向いている。
2|JP_BASE|RAW形式で保存しておけば、後でpost-processingがずっと楽になるよ。
2|JP_BASE|彼はcropped sensorのカメラしか持っていないのに、backgroundのぼけ方がとても自然だ。
2|JP_BASE|風景写真では、foregroundにも気を配ることでdramaticな印象が生まれる。
2|JP_BASE|その古いfilm cameraを引き出しから出してみたら、思ったよりgoodな状態だった。
2|JP_BASE|exposureを一段上げるだけで、この暗いシーンがずっとvividになった。
2|JP_BASE|彼女はtripodを持ってきていなかったので、手持ちでlong exposureを試みた。
2|JP_BASE|都市のnight photographyはnoisyになりがちだけど、それが逆に味になることもある。
2|JP_BASE|このzoom lensのreachはすごくて、遠くの鳥まではっきり写せる。
2|JP_BASE|portrait撮影のとき、被写体と目線を合わせることがとてもcriticalだ。
2|JP_BASE|outdoor shootingの日は天気予報をしっかり確認してから、あとはflexibleに対応している。
2|JP_BASE|color grading次第で、同じ写真がwarmにも冷たい雰囲気にも見える。
2|JP_BASE|彼女はshutter speedを落として、川の流れをsilkyに表現した。
2|JP_BASE|strangerを街中で撮影するには、ある程度のcourageが必要だと思う。
2|JP_BASE|このedit済みの写真はhigh-resolutionで保存してあるから、大きく印刷しても大丈夫だ。
2|JP_BASE|反逆光のシーンでも、reflectorをうまく使えばflatな光が得られる。
2|JP_BASE|そのモノクロ写真はcontrastが高くて、全体的にmoodなイメージになっていた。
2|JP_BASE|ambient lightだけで撮影した部屋の写真は、どこかintimateな雰囲気があった。
2|JP_BASE|彼はいつもsecond shooterを連れていくから、あらゆる角度をcompletelyカバーできる。
2|JP_BASE|softboxからの光はとてもdiffuseで、人物の肌がきれいに映えた。
2|JP_BASE|この写真のshadow部分をslightlyリフトするだけで、全体のトーンが柔らかくなった。
2|JP_BASE|彼女のeditingスタイルはとてもminimalで、余計な加工を一切しないのが特徴だ。
2|JP_BASE|underwater housingを使えば、海の中でもsharp な写真が驚くほど簡単に撮れる。
3|EN_BASE|The 雰囲気 here is so 穏やか that I always feel a sense of 余裕 whenever I visit.
3|EN_BASE|She ordered the 日替わり special and said it was 最高 — honestly the best 選択 she could have made.
3|EN_BASE|The coffee had this 深い roast flavor that left a 余韻 I couldn't shake, a truly 贅沢 experience.
3|EN_BASE|Is the 席 by the window still 空き, or should we ask about a different 場所?
3|EN_BASE|He walked in expecting 普通 food but was met with such 豪華 presentation that he forgot his 疲れ entirely.
3|EN_BASE|The barista was so 丁寧 about explaining the origin of the beans, which I found really 新鮮 and worth the 手間.
3|EN_BASE|Every dish on the 品書き felt 上品, making it genuinely hard to settle on a single 注文.
3|EN_BASE|The café has this 独特 layout where you can sit at a 長机 or find a quiet 個室 in the back.
3|EN_BASE|I love how the 朝 crowd here is so 静か compared to the loud 昼間 rush downtown.
3|EN_BASE|Could you check if the 本日 dessert offering is 甘め, because I prefer something with less 甘さ?
3|EN_BASE|The portions were surprisingly 大きめ, and the soup had such a 濃い flavor with wonderful 深み.
3|EN_BASE|What made the place feel 特別 was the hand-painted 壁 and the soft 灯り throughout.
3|EN_BASE|She said the 旬 vegetables really elevated the dish into something 格別, leaving a lasting 印象.
3|EN_BASE|The lunch 定食 set was reasonably priced and came with such 丁寧 plating that felt almost 芸術.
3|EN_BASE|We waited for 少々 outside before getting our 席, but the 眺め from the table was worth every minute.
3|EN_BASE|The chef's 腕前 really shows in every bite, and the 盛り付け is consistently 美しい.
3|EN_BASE|I had never tasted anything with such 繊細 balance before — the 出汁 note was subtle yet 豊か.
3|EN_BASE|The 隠れ家 nature of this restaurant gives it a 神秘 quality that even the 常連 regulars won't stop talking about.
3|EN_BASE|His 本音 was that the café was 高め, but the 質 of every cup made it feel justified.
3|EN_BASE|After a long day, there is nothing better than sitting in a 暖か space with 静寂 and a well-made 一杯.
3|EN_BASE|The new branch has a much more 開放的 floor plan, with 自然光 flooding in and beautiful 木目 accents.
3|EN_BASE|Every time I come here the 接客 feels genuinely 誠実, not just a 建前 performance for tips.
3|EN_BASE|The 間取り of the café is surprisingly 複雑, with little 角 tucked everywhere for intimate conversations.
3|EN_BASE|That 手作り bread they serve with every meal is so 柔らか that it becomes the real 主役 of the table.
3|EN_BASE|I appreciate that the café is 清潔 without feeling sterile — the 花 arrangements add just the right 温もり.
3|EN_BASE|The iced coffee had a 爽やか finish that paired surprisingly well with the 濃厚 cake and its 甘み.
3|EN_BASE|Despite being 満席, the staff managed to keep a 余裕 demeanor and handle every 要望 with grace.
3|EN_BASE|We stumbled on this 穴場 spot and the 手間 they put into each plate was 格段 above anything nearby.
3|EN_BASE|The 食後 tea they served was 上質 and came with a tiny 菓子 that was an unexpectedly lovely touch.
3|EN_BASE|That restaurant has such a strong 個性 that even its 内装 feels like a carefully curated 作品.
3|EN_BASE|She found the brunch crowd a bit 騒がしい but admitted the 盛り合わせ plate was genuinely 見事.
3|EN_BASE|The 店主 greeted us with genuine 温か energy, and that set a 好印象 for the entire evening.
3|EN_BASE|Even the smallest 付け合わせ side had a 丁寧 quality that made the whole meal feel 本格的.
3|EN_BASE|The reading corner of the café is so 落ち着く that I tend to lose track of 時間 and forget my 用事.
3|EN_BASE|He described the soup as 繊細 in a way that English barely captures, noting its 旨み and quiet 奥行き.
3|EN_BASE|The 夕暮れ light streaming through the windows gave the whole café a 幻想 glow and a strangely 儚い mood.
3|EN_BASE|I love that this place keeps things 質素 without sacrificing any 旨さ — simplicity here is a clear 強み.
3|EN_BASE|The way the tasting menu builds toward one final 一品 feels almost like 起承転結, perfectly 見事 in structure.
3|EN_BASE|The 奥行き of flavors in that bowl was so 豊か that even the most 無口 person at the table started talking.
2|EN_BASE|She left a 留守番電話 and I didn't notice it until 夜中.
2|EN_BASE|His texting style is so 丁寧 that every message feels like a 手紙.
2|EN_BASE|I finally got through after three calls — the 繋がり was terrible all 午前中.
2|EN_BASE|Can you check if the 既読 went through before we assume he read our 連絡?
2|EN_BASE|She speaks with such 落ち着き on the phone, even during 緊急.
2|EN_BASE|The 着信音 you picked is honestly so loud it startled the whole 部屋.
2|EN_BASE|I keep my phone on 無音 during meetings, but I still feel 焦り whenever it vibrates.
2|EN_BASE|His message was full of 本音 this time, which made the whole 会話 different.
2|EN_BASE|Please send me the 住所 before the call ends so I can update my 記録.
2|EN_BASE|She has a habit of adding 絵文字 to every sentence, which gives the chat such a warm 雰囲気.
2|EN_BASE|The call dropped right in the middle of her 説明, leaving everyone in 混乱.
2|EN_BASE|I've been in 待機 mode all day waiting for his call — the 不安 is real.
2|EN_BASE|Could you send the 要件 in a text first so we have some 準備 before the meeting?
2|EN_BASE|Their group chat has such good 雰囲気 that even boring 連絡 feel fun to read.
2|EN_BASE|I heard pure 沈黙 on the other end, which gave the whole call an eerie 余韻.
2|EN_BASE|He typed out a long 謝罪 but deleted it — now his 本心 is still unclear.
2|EN_BASE|The 通知 pile-up on my screen is giving me so much 圧迫感 right now.
2|EN_BASE|She answered with such 元気 that I forgot the call was about something 深刻.
2|EN_BASE|I always feel 緊張 before a long overseas call, no matter how many times I do it — pure 習慣 I guess.
2|EN_BASE|Block him, because that level of 執着 in his messages is a clear 警告 sign.
2|EN_BASE|The phone's 電池 died halfway through the most important 相談 of the week.
2|EN_BASE|Her voice carried so much 優しさ that the difficult 内容 felt easier to receive.
2|EN_BASE|We rely on 文字 to express 微妙 feelings, but so much still gets lost in translation.
2|EN_BASE|He always sends a 確認 message first, which honestly shows a lot of 思いやり.
2|EN_BASE|The sudden 着信 at 3 a.m. filled me with 恐怖 I can't quite describe.
2|EN_BASE|I love how she keeps our chat 簡潔 instead of burying the point in 長々しい explanations.
2|EN_BASE|There's a certain 間 in phone calls that texting never has, and I miss that 温もり.
2|EN_BASE|Every reply he sends is so 的確 that I start doubting my own 表現.
2|EN_BASE|She set up a 通話 schedule for us, which brought so much 安心 into our routine.
2|EN_BASE|His 語り口 over the phone is so smooth, yet his texts feel completely 無機質.
2|EN_BASE|The group's 返信 speed is wildly uneven — some people have zero 自覚 about it.
2|EN_BASE|I get this deep 懐かしさ every time I hear his ringtone — pure 記憶 flooding back.
2|EN_BASE|Reading her message out of 文脈 caused so much 誤解 between them.
2|EN_BASE|The call lasted three hours and we only covered the 表面 — the real 核心 is still untouched.
2|EN_BASE|She prefers 直接 calls over texting because she values 率直 communication.
2|EN_BASE|The way he explained it over the phone had such 説得力 that all my 疑問 just melted away.
2|EN_BASE|I noticed her message had a different 口調 than usual, which sparked a real 心配 in me.
2|EN_BASE|Keeping the 敬語 register consistent in a work call requires so much 集中.
2|EN_BASE|He uses so much 婉曲 in texts that figuring out his actual 意図 takes forever.
2|EN_BASE|She ended the call with quiet 感謝 and a softness that left a lasting 印象 on me.
2|JP_BASE|今朝のrush hourは本当にひどくて、platformで三十分も待たされた。
2|JP_BASE|毎日同じseasonのticketを使っているのに、運賃が値上がりしてびっくりした。
2|JP_BASE|terminusまで行くバスは本数が少なくて、scheduleが全然当てにならない。
2|JP_BASE|あのexpress trainはcapacityをいつも超えていて、乗るたびに苦しい思いをする。
2|JP_BASE|peak timeはconnectionを逃すと次の電車まで二十分待たなければならない。
2|JP_BASE|weekdayの朝は車内がovercrowdedで、スマホを見る余裕さえない。
2|JP_BASE|tramのnetworkが整備されてから、この地区の通勤時間が大幅に短くなった。
2|JP_BASE|あの駅はliftがなくて、baggageが多いときは本当に大変だ。
2|JP_BASE|早めにdepositを払えば、月間のpass代が少し安くなる。
2|JP_BASE|あのstaffの対応はprofessionalで、困っている乗客をすぐに案内してくれた。
2|JP_BASE|雨の日はbicycle laneが使いにくくて、cyclistsが歩道に溢れてしまう。
2|JP_BASE|あの新しいplatformはaccessibleで、車いすの利用者もスムーズに乗降できる。
2|JP_BASE|最近subwayのwi-fiがやっと整備されて、通勤中に仕事ができるようになった。
2|JP_BASE|終点のterminalから市内中心部まで、directのバスがあれば便利なのに。
2|JP_BASE|その鉄道会社はflexible passを導入して、混雑のpeak timeを分散させようとしている。
2|JP_BASE|朝のrush timeにseatを確保するために、一本早い電車に乗るようにしている。
2|JP_BASE|このrailwayのnetworkは広くて、郊外からでも市内へ簡単にアクセスできる。
2|JP_BASE|gradientが急な坂の多いこの街では、cableのカーが今でも大切な足になっている。
2|JP_BASE|あのバス会社の新しいappはreal-timeの運行情報を提供していて、非常に便利だ。
2|JP_BASE|月曜日の朝はespeciallyに混んでいて、carriage全体が蒸し風呂のようだ。
2|JP_BASE|このgap yearに公共交通を研究するために、各都市のtransitシステムを調べている。
2|JP_BASE|次のstopはかなりの距離があって、体力的にも精神的にもlong distanceに感じる。
2|JP_BASE|この自治体はcongestion chargingを導入して、overallの通勤混雑を減らそうと議論している。
2|JP_BASE|あの駅のarrival boardにはdelayの情報がリアルタイムで表示されていて助かる。
2|JP_BASE|この路線はfrequencyが高くて、何分かに一本のintervalで電車が来る。
2|JP_BASE|地下のpassageはnarrowで、朝の通勤者の流れについていくのがやっとだ。
2|JP_BASE|あの駅前のtaxi standはcapacityが小さくて、混雑した夜はすぐにいっぱいになる。
2|JP_BASE|このrouteはかなりcomplexで、初めての人には難しいです。
2|JP_BASE|このmapはかなりold-fashionedで、新しい道路が載っていません。
2|JP_BASE|駅からの最短shortcutを教えてください、そのbuilding近くの。
2|JP_BASE|あのcornerを曲がってすぐに、tall towerが見えるはずです。
2|JP_BASE|このstreetは一方通行で、downtown方向にしか進めません。
2|JP_BASE|地下鉄のplatformからexit Bまでどのくらいかかりますか？
2|JP_BASE|あのlandmarkを過ぎると、highway入口がすぐそこです。
2|JP_BASE|detourのせいで、finalの目的地に着くのが遅れました。
2|JP_BASE|あのsignageがclear過ぎて、逆にわかりにくいです。
2|JP_BASE|西口のbus停留所からdirectに行けるバスはありますか？
2|JP_BASE|roundaboutの使い方がわからなくて、かなりconfusedな気持ちでした。
2|JP_BASE|highwayのon-rampはこの信号を右に曲がったところにあります。
2|JP_BASE|この地図でのscaleを見ると、実際の距離はかなりfarです。
2|JP_BASE|あのunderpassを通ると、mainの通りに出られます。
2|JP_BASE|このtunnelはlong過ぎて、中でちょっと不安になりました。
2|JP_BASE|one-wayのstreetを逆走してしまって、かなり焦りました。
2|JP_BASE|あのstatueを目印にして、そこからnorthへ向かってください。
2|JP_BASE|この道はnarrowでpotholesだらけなので、別の道をお勧めします。
2|JP_BASE|最初のblockを過ぎたところにある小さなgateが入口です。
2|JP_BASE|この辺りはone-wayのstreetばかりで、車で移動するのが大変です。
2|JP_BASE|そのparking lotから大通りまではshortで、わかりやすいです。
3|JP_BASE|このrecipeは思ったよりもsimpleで、週末のbrunchにぴったりです。
3|JP_BASE|このsauceはとてもthickで、pasta dishに絡めると最高においしいです。
3|JP_BASE|このpastryはfluffyでlightな食感で、朝ごはんにとても合います。
3|JP_BASE|新鮮なingredientを使えば使うほど、dishのbalanceが良くなると思います。
3|JP_BASE|野菜をsteamすることで栄養が保たれ、dishがよりfreshな味わいになります。
2|EN_BASE|She always shoots in 自然光 because the 雰囲気 it creates is unmatched.
2|EN_BASE|The 構図 of this portrait feels so 丁寧 that I can't stop staring at it.
2|EN_BASE|Did you notice the 奥行き in that shot, especially the 細部 in the background?
2|EN_BASE|His 感性 as a photographer has grown so much, and his prints now have real 迫力.
2|EN_BASE|We need more 余白 in the frame — the 密度 of objects on the left side is overwhelming.
2|EN_BASE|The old darkroom still has a certain 風情, and the smell of chemicals adds to the 趣.
2|EN_BASE|I love how the 光沢 of the wet pavement became the 主役 of the whole image.
2|EN_BASE|Can you adjust the 露出 slightly so the 陰影 in her face reads more naturally?
2|EN_BASE|That 瞬間 was impossible to plan, which is exactly what gives the photo its 価値.
2|EN_BASE|The 余韻 of the sunset lingered in the image long after we noticed the 傷 on the lens.
2|EN_BASE|Shooting in 薄明 adds a kind of 神秘 to even the most ordinary city streets.
2|EN_BASE|Her 眼差し toward the camera gave the portrait an almost unbearable sense of 緊張感.
2|EN_BASE|The 色調 of these prints is surprisingly warm, which suits the 懐かしさ of the subject.
2|EN_BASE|I asked him to step into the 木漏れ日 so I could capture the 柔らかさ of the light on his face.
2|EN_BASE|The 粒状感 in that film photo gives it a raw 質感 you just can't fake digitally.
2|EN_BASE|Without good 間 between shots, even the most 豊か scene starts to feel crowded in the edit.
2|EN_BASE|The 透明感 of her skin in that portrait is striking, and the 背景 perfectly complements it.
2|EN_BASE|He waits patiently for 静寂 to settle before pressing the shutter, trusting his own 直感.
2|EN_BASE|The way you handled 逆光 in this series shows real 成熟 as a visual artist.
2|EN_BASE|I think the 空白 in the upper third of the frame actually amplifies the 孤独 of the subject.
2|EN_BASE|That lens produces beautiful 玉ボケ, and the overall 解像度 is sharper than anything I've tested.
2|EN_BASE|Her instinct for 一瞬 is incredible — she never misses the exact 頂点 of an expression.
2|EN_BASE|The 湿度 in the air that morning actually added a soft 霞 that made every frame dreamlike.
2|EN_BASE|We chose a 渋い color palette for this project because the subject matter called for real 重み.
2|EN_BASE|This wide-angle shot captures the 広大 landscape and the tiny 存在感 of the lone figure in it.
2|EN_BASE|The 輪郭 of the subject gets lost when the 彩度 is pushed too far in post-processing.
2|EN_BASE|I find 白黒 photography more emotionally direct, and the lack of color forces real 集中.
2|EN_BASE|The 緊迫感 in this war photograph is unbearable, yet its 美しさ is undeniable.
2|EN_BASE|She repositioned the reflector to soften the 硬さ of the light and restore some 温もり to the scene.
2|EN_BASE|That 廃墟 made a haunting backdrop, and the 静けさ inside it felt almost sacred to photograph.
2|EN_BASE|The 傑作 he produced that summer came from equal parts technical skill and pure 感受性.
2|EN_BASE|Printing at a larger 寸法 really reveals the 繊細 brushwork of light across the subject's hands.
2|EN_BASE|I always set my white balance manually in 曇り conditions because the 色味 shifts so unpredictably.
2|EN_BASE|The 非日常 quality of night photography is addictive, and the 静寂 of empty streets helps enormously.
2|EN_BASE|That 生き生き expression she caught on film has a 躍動感 that no studio setup could manufacture.
2|EN_BASE|We positioned the model near the window to catch the 斜光 and reveal real 立体感 in her features.
2|EN_BASE|Looking at this image, you feel the 重厚 history of the building and the 儚さ of its current state.
2|EN_BASE|The 鮮明 detail in these RAW files gives you enormous 自由 in the editing stage.
2|EN_BASE|Every frame in this series has a quiet 品格 that makes the whole body of work feel 誠実.
2|EN_BASE|She describes her approach to street photography as 無心 — purely instinctive, with no 邪念 interfering.
2|JP_BASE|彼女のcodeは驚くほどcleanで、読みやすい。
2|JP_BASE|システムのupdateが終わったら、restartしてもいいですか？
2|JP_BASE|先週のdeadlineまでにfeaturesを全部実装できなかった。
2|JP_BASE|cloudに保存しておけば、どこでもfileにアクセスできる。
2|JP_BASE|新しいframeworkを試したら、loadingが格段に速くなった。
2|JP_BASE|このalgorithmはかなりcomplexで、理解するのに時間がかかる。
2|JP_BASE|セキュリティのpatchを当てないと、systemが脆弱なままだよ。
2|JP_BASE|そのappはとてもuser-friendlyで、お年寄りでも使いやすい。
2|JP_BASE|私のhard driveが突然crashして、全データが消えてしまった。
2|JP_BASE|コードをcommitする前に、必ずpeer reviewを受けてください。
2|JP_BASE|最新のAI modelはかなりpowerfulで、翻訳精度が大幅に上がった。
2|JP_BASE|開発チームはagileを採用していて、sprintごとに成果を出している。
2|JP_BASE|会議でroadmapを共有したら、全員がhappyそうだった。
2|JP_BASE|このprogramは本当にefficientで、処理時間が半分になった。
2|JP_BASE|新しいchipsetはultra-fastで、レンダリングがあっという間に終わる。
2|JP_BASE|バッテリーがlow powerになったら、自動でsleep modeに切り替わる。
